iter	Logloss
212	0.4504397198
213	0.4503900653
214	0.4502932082
215	0.45026181
216	0.4501881489
217	0.4500828421
218	0.4500076454
219	0.4499453612
220	0.4498785503
221	0.4497870919
222	0.4496775286
223	0.449606201
224	0.4495474737
225	0.4494347378
226	0.4493774533
227	0.4492465617
228	0.4492016125
229	0.4491085035
230	0.4490595019
231	0.448971828
232	0.4488844772
233	0.4488241592
234	0.4487941366
235	0.448693949
236	0.4485978351
237	0.4485299185
238	0.4484832103
239	0.4484338147
240	0.4483504862
241	0.4482970396
242	0.4482577016
243	0.4481917123
244	0.448145492
245	0.4480507157
246	0.4480023955
247	0.4479328171
248	0.4478856993
249	0.4478339808
250	0.4477611143
251	0.4476851393
252	0.4475963438
253	0.4475670081
254	0.4475344685
255	0.447459293
256	0.447405391
257	0.4473540838
258	0.4473281157
259	0.447269735
260	0.4472110767
261	0.4471662835
262	0.4470929576
263	0.447021882
264	0.446947709
265	0.4468987358
266	0.4468451272
267	0.4467724024
268	0.4467104935
269	0.4466388275
270	0.4465729729
271	0.44650422
272	0.4464291435
273	0.4463728188
274	0.4463034146
275	0.4462284768
276	0.4461711534
277	0.4461141318
278	0.4460467988
279	0.4459999588
280	0.4459317733
281	0.4458902561
282	0.4458415155
283	0.4457955435
284	0.445728671
285	0.4456838661
286	0.4456520132
287	0.4455774053
288	0.4455202099
289	0.4454514376
290	0.4454190235
291	0.4453716348
292	0.4452889359
293	0.4452399259
294	0.4451366018
295	0.4450645862
296	0.4450379473
297	0.4449817832
298	0.444871433
299	0.4448101017
300	0.4447724896
301	0.4446899303
302	0.4446258247
303	0.4445764802
304	0.444520455
305	0.4444623494
306	0.4443940362
307	0.4443324079
308	0.444245589
309	0.4441923249
310	0.4441711084
311	0.444085756
312	0.4440251555
313	0.4439262757
314	0.443887413
315	0.4438415487
316	0.4437952097
317	0.4437399543
318	0.4437142264
319	0.4436625454
320	0.4436413293
321	0.4435809564
322	0.443566621
323	0.4435025914
324	0.4434503866
325	0.4434083925
326	0.4433590385
327	0.4433043965
328	0.4432391607
329	0.4432052935
330	0.4431759019
331	0.4431170611
332	0.4430824468
333	0.443040949
334	0.4429800859
335	0.4428864723
336	0.4428143172
337	0.4427638661
338	0.4427076193
339	0.4426509821
340	0.4425979306
341	0.4425406931
342	0.4424997365
343	0.4424293387
344	0.4423879006
345	0.44230106
346	0.4422397161
347	0.4422032166
348	0.4421387943
349	0.442080946
350	0.4420290488
351	0.4419589564
352	0.4419087001
353	0.4418441868
354	0.4418158625
355	0.4417353405
356	0.4416854827
357	0.4416572872
358	0.4416027312
359	0.4415157155
360	0.4414690182
361	0.441389918
362	0.4413284596
363	0.44129097
364	0.4412616345
365	0.441204911
366	0.4411500994
367	0.4411070433
368	0.4410664029
369	0.4410184357
370	0.4409487681
371	0.4409094874
372	0.4408533504
373	0.4408093586
374	0.4407487683
375	0.4406932302
376	0.4406569086
377	0.4406151206
378	0.4405197648
379	0.440478239
380	0.4404158019
381	0.4403767825
382	0.4403287924
383	0.4402622418
384	0.4402215168
385	0.4401743199
386	0.4401193668
387	0.4400812282
388	0.4400549439
389	0.4400122117
390	0.4399601925
391	0.4398888116
392	0.4398212143
393	0.4397585641
394	0.4397273801
395	0.4396904953
396	0.439652981
397	0.4396004197
398	0.4395207352
399	0.4394289102
400	0.4393904749
401	0.4392977631
402	0.4392487137
403	0.4391949197
404	0.4391571582
405	0.4391034652
406	0.439061634
407	0.4390270191
408	0.4389651606
409	0.4388933848
410	0.4388230957
411	0.4387336213
412	0.4386743706
413	0.4386313727
414	0.4386006333
415	0.4385277044
416	0.4384914038
417	0.4384104324
418	0.4383058978
419	0.4382466517
420	0.4381897904
421	0.438133929
422	0.4380881677
423	0.4380599268
424	0.4380429046
425	0.4379504401
426	0.4379145772
427	0.4378493398
428	0.4377777756
429	0.4377444458
430	0.4376716724
431	0.4376346145
432	0.4375711719
433	0.4375391499
434	0.4375169457
435	0.4374710943
436	0.4373870801
437	0.437291972
438	0.4372136409
439	0.4371762134
440	0.4371275651
441	0.4370845008
442	0.4370066295
443	0.4369618773
444	0.4369090755
445	0.4368718748
446	0.4368068178
447	0.4367547593
448	0.436701014
449	0.4366495798
450	0.4365986033
451	0.4365374073
452	0.4364520903
453	0.4363647702
454	0.4363061596
455	0.4362723731
456	0.4362172981
457	0.4361532498
458	0.4360550188
459	0.4359967515
460	0.4359749401
461	0.4358994296
462	0.4358255746
463	0.43576416
464	0.4357281656
465	0.4357036386
466	0.4356389178
467	0.435596205
468	0.4355645213
469	0.4355255255
470	0.4354877837
471	0.4354336855
472	0.4353699841
473	0.4352785183
474	0.43524101
475	0.4351765775
476	0.4351248226
477	0.4350526546
478	0.4350127198
479	0.434944423
480	0.4349046817
481	0.4348523699
482	0.4348099696
483	0.4347827737
484	0.4347352033
485	0.4346751319
486	0.4346271031
487	0.4345827591
488	0.4345255673
489	0.4344648548
490	0.4344108524
491	0.4343482194
492	0.4342592069
493	0.4342046288
494	0.4341236713
495	0.4340294552
496	0.4339612467
497	0.4338649472
498	0.4338115453
499	0.4337589998
500	0.433719533
501	0.433673948
502	0.4336029325
503	0.4335721334
504	0.4335149959
505	0.433473465
506	0.4334403108
507	0.4333730828
508	0.4333398015
509	0.433292992
510	0.4332414254
511	0.4332102801
512	0.4331752919
513	0.4331045508
514	0.4330431032
515	0.4329780107
516	0.4329320922
517	0.4328724761
518	0.4328399407
519	0.4328072904
520	0.4327545997
521	0.432710602
522	0.4326286949
523	0.4325427912
524	0.4325083348
525	0.4324312349
526	0.4323891187
527	0.4323332812
528	0.4323050115
529	0.4322629212
530	0.4322342606
531	0.4321737135
532	0.4321248731
533	0.4320873743
534	0.4320506608
535	0.4320076104
536	0.4319763609
537	0.4319559848
538	0.4318911433
539	0.4318192015
540	0.4317799977
541	0.431732453
542	0.4316711785
543	0.4316183732
544	0.4315493549
545	0.4315255078
546	0.4314353895
547	0.4313909371
548	0.4313498353
549	0.4313088089
550	0.4312471191
551	0.4312042639
552	0.4311891377
553	0.431138929
554	0.4310867145
555	0.4310403824
556	0.4309810106
557	0.4309514059
558	0.4308947822
559	0.4308329477
560	0.430764245
561	0.4307433878
562	0.4307059245
563	0.4306251573
564	0.4305974291
565	0.4305233709
566	0.4304526412
567	0.4303988943
568	0.4303465244
569	0.4302700498
570	0.4302428847
571	0.4301689705
572	0.4301420537
573	0.4301050716
574	0.4300230273
575	0.4299735049
576	0.4299159992
577	0.4298648297
578	0.429832367
579	0.4297767807
580	0.4297504817
581	0.4297014358
582	0.4296873236
583	0.4296429288
584	0.429580176
585	0.4295372723
586	0.4294697108
587	0.4294445684
588	0.4294099834
589	0.4293624085
590	0.4293032918
591	0.4292446274
592	0.4291890985
593	0.4291264096
594	0.4290840909
595	0.4290075687
596	0.4289891469
597	0.4289347218
598	0.4288967164
599	0.4288386712
600	0.428813712
601	0.4287451897
602	0.4286981017
603	0.4286579199
604	0.4285874264
605	0.4285412303
606	0.428456919
607	0.4283910994
608	0.4283319608
609	0.428294415
610	0.4282352103
611	0.428209642
612	0.4281721445
613	0.4281311855
614	0.4281053074
615	0.4280589969
616	0.4280331354
617	0.427950023
618	0.4279142923
619	0.4278541176
620	0.4278022658
621	0.427761234
622	0.4276931958
623	0.42762099
624	0.427584326
625	0.4275262586
626	0.427461989
627	0.4274136045
628	0.4273735225
629	0.4273383055
630	0.4273069026
631	0.4272573939
632	0.4272165117
633	0.4271584912
634	0.4270846419
635	0.4270537824
636	0.4270135103
637	0.4269655289
638	0.4269080862
639	0.4268594842
640	0.4268307871
641	0.4267634804
642	0.4267377207
643	0.4266889036
644	0.4266589874
645	0.4266275214
646	0.4265659268
647	0.4265282292
648	0.4264871844
649	0.4264310636
650	0.4263662419
651	0.4263131263
652	0.4262634825
653	0.426200994
654	0.4261662632
655	0.4261099183
656	0.4260712653
657	0.4260423806
658	0.4259778331
659	0.425949244
660	0.4259012877
661	0.4258635663
662	0.4258083587
663	0.425745923
664	0.4257040246
665	0.4256907761
666	0.4256217035
667	0.425586836
668	0.4255725962
669	0.4255277283
670	0.4254636034
671	0.4254150831
672	0.4253571138
673	0.4252994804
674	0.4252799572
675	0.4252535635
676	0.4252050933
677	0.425158085
678	0.4251010734
679	0.425058919
680	0.4250283646
681	0.4249860796
682	0.424931748
683	0.4248849197
684	0.4248374033
685	0.4247917422
686	0.4247423651
687	0.4247258759
688	0.424658314
689	0.4246235762
690	0.424539668
691	0.4244545823
692	0.4244024731
693	0.4243502007
694	0.4243077809
695	0.4242678089
696	0.4242138857
697	0.4241368159
698	0.4240587616
699	0.4240045678
700	0.4239322858
701	0.4238952953
702	0.4238636819
703	0.4238218788
704	0.4237722933
705	0.4237097535
706	0.4236785826
707	0.4236199216
708	0.4235669277
709	0.423495456
710	0.4234328837
711	0.4234030648
712	0.4233391825
713	0.423286524
714	0.423270314
715	0.4232480838
716	0.4232172536
717	0.4231284822
718	0.4230540505
719	0.4229997392
720	0.4229211648
721	0.4228824435
722	0.4228558475
723	0.4227868065
724	0.4227270431
725	0.4226791652
726	0.4226397691
727	0.4226168513
728	0.4225920668
729	0.4225678199
730	0.4225327146
731	0.4224832796
732	0.4224594504
733	0.4224337745
734	0.4223932645
735	0.4223600209
736	0.4223024955
737	0.4222868721
738	0.4222573845
739	0.4222306277
740	0.4222042626
741	0.4221698172
742	0.4221207791
743	0.4220767347
744	0.4220204256
745	0.4219776052
746	0.4219330067
747	0.4218823382
748	0.4218129574
749	0.4217740482
750	0.4217019597
751	0.4216595565
752	0.421591935
753	0.4215501348
754	0.4215346034
755	0.4214827697
756	0.4214357789
757	0.4213930137
758	0.4213061151
759	0.4212782105
760	0.4212383504
761	0.4212174019
762	0.4211656227
763	0.4211302057
764	0.4210662518
765	0.4210374198
766	0.4209900522
767	0.4209389579
768	0.4208871605
769	0.4208368474
770	0.4207711085
771	0.4207172532
772	0.4206702096
773	0.4206221457
774	0.4205707901
775	0.4205367703
776	0.4204747853
777	0.4204373498
778	0.4203911276
779	0.4203516081
780	0.4203058312
781	0.420250551
782	0.4201905658
783	0.4201545634
784	0.4200994062
785	0.4200366473
786	0.4199712119
787	0.4199226485
788	0.4198854332
789	0.4198321284
790	0.4197931871
791	0.4197366343
792	0.4197108977
793	0.4196310926
794	0.4195976222
795	0.4195417532
796	0.4195048258
797	0.4194513136
798	0.4194217601
799	0.4193759595
800	0.4193504982
801	0.4193040355
802	0.4192590779
803	0.4192143425
804	0.4191734073
805	0.4191115019
806	0.4190355615
807	0.4190002073
808	0.418952788
809	0.4189289712
810	0.4188908217
811	0.4188292076
812	0.4187700244
813	0.4187556271
814	0.4187158518
815	0.4186677802
816	0.4186126335
817	0.4185761622
818	0.4185580534
819	0.418517132
820	0.4184920869
821	0.4184095927
822	0.4183397956
823	0.4182505763
824	0.418197543
825	0.4181665197
826	0.4181397924
827	0.4180887479
828	0.4180359759
829	0.4179982526
830	0.4179797924
831	0.4179412838
832	0.4179313481
833	0.4178743277
834	0.4178415889
835	0.4177675783
836	0.4177408045
837	0.4177257688
838	0.4176615063
839	0.4176127358
840	0.4175705849
841	0.4175308452
842	0.4174665329
843	0.4174265048
844	0.4174125817
845	0.4173446187
846	0.4173050369
847	0.4172610198
848	0.4172212487
849	0.4171994385
850	0.4171597992
851	0.4171067263
852	0.4170719753
853	0.417046812
854	0.4169684465
855	0.416933782
856	0.4168714183
857	0.4168393222
858	0.4168105302
859	0.4167703273
860	0.4167153173
861	0.4166760918
862	0.4166409479
863	0.4165999276
864	0.4165663719
865	0.4165060651
866	0.4164451647
867	0.416373477
868	0.4163481386
869	0.4163257926
870	0.4162934389
871	0.4162394458
872	0.4161933053
873	0.4161480901
874	0.4161184201
875	0.4160926295
876	0.4160629081
877	0.4160523079
878	0.4160212317
879	0.4159978246
880	0.4159295736
881	0.4158886122
882	0.4158715326
883	0.4158271618
884	0.4157884452
885	0.4157580948
886	0.4157183023
887	0.4156663483
888	0.4155943035
889	0.4155337074
890	0.4154757176
891	0.4154336907
892	0.4154095176
893	0.4153527298
894	0.4153058693
895	0.4152869095
896	0.4152440497
897	0.415205955
898	0.4151244388
899	0.4150744074
900	0.4150274529
901	0.4149772403
902	0.4149062646
903	0.4148583978
904	0.4148294431
905	0.4147725298
906	0.4146861408
907	0.414655681
908	0.4146143185
909	0.4145831394
910	0.4145181304
911	0.4144464112
912	0.4144001619
913	0.4143550378
914	0.4143210064
915	0.414301142
916	0.4142889574
917	0.4142374468
918	0.4141990632
919	0.4141638174
920	0.4141372409
921	0.4141155686
922	0.4140586024
923	0.4140267353
924	0.413936983
925	0.4138945633
926	0.4138520114
927	0.4138073089
928	0.4137774193
929	0.4137655461
930	0.4137014143
931	0.4136785351
932	0.4136444647
933	0.4136157244
934	0.4135419543
935	0.4135071526
936	0.4134994762
937	0.413467685
938	0.4134448101
939	0.4134222067
940	0.4133805493
941	0.4133161989
942	0.4132470198
943	0.4131959758
944	0.4131527645
945	0.4131297471
946	0.4130661899
947	0.4130277444
948	0.412986369
949	0.4129464251
950	0.4129066116
951	0.4128427183
952	0.4127921693
953	0.4127406422
954	0.4126948968
955	0.4126616718
956	0.4126502288
957	0.4126279753
958	0.4125754058
959	0.4125293423
960	0.4124989078
961	0.4124738544
962	0.4124496708
963	0.4124298056
964	0.4123735761
965	0.4123475838
966	0.412306737
967	0.4122473154
968	0.4122006204
969	0.4121694703
970	0.4121470656
971	0.4120904491
972	0.4120319323
973	0.4119841882
974	0.4119549462
975	0.4119215607
976	0.4118939838
977	0.4118450024
978	0.41180416
979	0.4117716172
980	0.4117315334
981	0.4116978388
982	0.4116595789
983	0.4116162237
984	0.4115925316
985	0.411563645
986	0.4115100538
987	0.4114594969
988	0.4114099919
989	0.4113383263
990	0.4112917035
991	0.4112632716
992	0.4112225716
993	0.4111755894
994	0.4111231667
995	0.4110777982
996	0.4110532703
997	0.4110246014
998	0.4109824937
999	0.4109499868
